SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,6601781,7,N,,N,N,,-23695933,-46634592,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,5996020,6,N,,N,N,,-23695798,-46631063,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,6748055,6,N,,N,N,,-23703056,-46630986,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,6100918,7,N,,N,N,,-23695464,-46634421,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,6272140,7,N,,N,N,,-23697385,-46633977,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,5954087,7,N,,N,N,,-23695906,-46638843,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,6518658,7,N,,N,N,,-23698168,-46628883,30/06/17
SA,19465,EMEF,AMELIA RODRIGUES DE OLIVEIRA PROFA,-23697701,-46631510,1806185,1F,Tarde,FUN1A4,00110,C.I 1.ANO F9,6287215,6,N,,N,N,,-23703493,-46630098,30/06/17
